date,time,latitude,longitude,scientific_name,common_name
,,26.1894474,-80.09024811,Centropomus undecimalis,Common Snook
6/2/13,23:38:32 UTC,26.798122,-82.276696,Centropomus undecimalis,Common Snook
6/5/13,20:03:51 UTC,26.844044,-82.286104,Centropomus undecimalis,Common Snook
6/7/13,11:31:53 UTC,26.804404,-82.283981,Centropomus undecimalis,Common Snook
6/7/13,11:31:53 UTC,26.804404,-82.283981,Centropomus undecimalis,Common Snook
,,24.824026,-80.813678,Centropomus undecimalis,Common Snook
,,28.798818,-82.587361,Centropomus undecimalis,Common Snook
12/24/13,20:30:29 UTC,28.79006111,-82.60298889,Centropomus undecimalis,Common Snook
,,23.773244,-97.738059,Centropomus undecimalis,Common Snook
5/30/14,19:11:55 UTC,26.775994,-82.267925,Centropomus undecimalis,Common Snook
,,25.076372,-77.304441,Centropomus undecimalis,Common Snook
,,26.468575,-82.106323,Centropomus undecimalis,Common Snook
11/10/14,14:58:14 UTC,27.382633,-82.621086,Centropomus undecimalis,Common Snook
12/6/14,15:31:24 UTC,26.641507,-82.178543,Centropomus undecimalis,Common Snook
,,12.143792,-68.276385,Centropomus undecimalis,Common Snook
,,26.942386,-82.041392,Centropomus undecimalis,Common Snook
,,28.79932,-82.588225,Centropomus undecimalis,Common Snook
6/18/15,09:50:44 UTC,26.742069,-82.258012,Centropomus undecimalis,Common Snook
5/15/15,18:05:35 UTC,28.799329,-82.581911,Centropomus undecimalis,Common Snook
,,25.055745,-80.686341,Centropomus undecimalis,Common Snook
,,26.8195,-80.0415,Centropomus undecimalis,Common Snook
1/15/16,17:05:23 UTC,28.792695,-82.60730833,Centropomus undecimalis,Common Snook
5/16/16,18:19:08 UTC,25.74348572,-80.2103534,Centropomus undecimalis,Common Snook
,,18.362957,-64.925938,Centropomus undecimalis,Common Snook
6/30/15,22:27:04 UTC,22.10621217,-98.19434696,Centropomus undecimalis,Common Snook
6/22/16,13:21:00 UTC,24.82475149,-80.81335258,Centropomus undecimalis,Common Snook
8/8/16,01:36:34 UTC,27.77929942,-82.66643202,Centropomus undecimalis,Common Snook
5/9/16,20:35:39 UTC,21.16386667,-90.04798883,Centropomus undecimalis,Common Snook
8/18/16,00:36:00 UTC,24.8384464,-80.7586809,Centropomus undecimalis,Common Snook
9/3/16,11:38:56 UTC,26.94517174,-80.07408014,Centropomus undecimalis,Common Snook
9/25/16,19:03:00 UTC,27.05552481,-82.44256592,Centropomus undecimalis,Common Snook
1/7/17,19:22:52 UTC,28.78830833,-82.60482,Centropomus undecimalis,Common Snook
7/6/13,18:04:53 UTC,27.16616667,-80.14966667,Centropomus undecimalis,Common Snook
7/21/15,23:35:00 UTC,19.59440204,-96.39163971,Centropomus undecimalis,Common Snook
3/14/17,17:05:00 UTC,34.13182421,-118.0191708,Centropomus undecimalis,Common Snook
3/16/17,19:36:15 UTC,27.79095409,-82.40125673,Centropomus undecimalis,Common Snook
4/22/17,17:19:57 UTC,25.74321167,-80.21183,Centropomus undecimalis,Common Snook
12/31/13,12:48:00 UTC,28.7997993,-82.58016229,Centropomus undecimalis,Common Snook
5/30/17,20:51:00 UTC,28.79932833,-82.58829667,Centropomus undecimalis,Common Snook
5/30/17,20:54:00 UTC,28.79927,-82.588375,Centropomus undecimalis,Common Snook
5/30/17,22:38:00 UTC,28.79929833,-82.588255,Centropomus undecimalis,Common Snook
6/4/17,20:37:50 UTC,27.70128833,-82.738245,Centropomus undecimalis,Common Snook
,,28.86846598,-95.44867694,Centropomus undecimalis,Common Snook
,,18.109581,-77.297508,Centropomus undecimalis,Common Snook
9/25/14,16:00:00 UTC,25.2866149,-80.8986502,Centropomus undecimalis,Common Snook
,,25.22062723,-81.17042542,Centropomus undecimalis,Common Snook
8/2/17,17:43:35 UTC,27.63199979,-97.23266696,Centropomus undecimalis,Common Snook
,,27.83707847,-97.06764221,Centropomus undecimalis,Common Snook
5/22/16,18:54:56 UTC,28.23765548,-80.74254344,Centropomus undecimalis,Common Snook
,,10.479575,-75.473205,Centropomus undecimalis,Common Snook
8/28/17,14:46:05 UTC,10.487569,-75.4989947,Centropomus undecimalis,Common Snook
10/2/17,14:44:02 UTC,27.58181194,-97.21855301,Centropomus undecimalis,Common Snook
10/1/17,19:05:00 UTC,27.81702,-82.59310833,Centropomus undecimalis,Common Snook
6/24/92,04:43:00 UTC,28.15698,-82.80464172,Centropomus undecimalis,Common Snook
10/3/17,17:24:00 UTC,23.2494148,-106.4111425,Centropomus undecimalis,Common Snook
11/26/17,15:26:25 UTC,28.79865405,-82.59321257,Centropomus undecimalis,Common Snook
12/9/17,23:08:24 UTC,27.55103703,-97.2360893,Centropomus undecimalis,Common Snook
12/10/17,18:03:43 UTC,27.8164377,-82.59718956,Centropomus undecimalis,Common Snook
12/13/17,14:31:58 UTC,27.69998414,-82.73564199,Centropomus undecimalis,Common Snook
12/29/17,17:07:12 UTC,28.79968071,-82.587883,Centropomus undecimalis,Common Snook
12/13/17,14:44:00 UTC,19.31484913,-96.28769875,Centropomus undecimalis,Common Snook
7/12/17,17:12:47 UTC,26.95514167,-82.14949717,Centropomus undecimalis,Common Snook
1/3/18,14:55:00 UTC,27.59305135,-97.21422493,Centropomus undecimalis,Common Snook
12/31/17,00:18:00 UTC,26.43156956,-82.04989298,Centropomus undecimalis,Common Snook
12/30/17,05:41:00 UTC,26.4624966,-82.13491169,Centropomus undecimalis,Common Snook
1/6/18,15:54:00 UTC,27.39554578,-97.30892301,Centropomus undecimalis,Common Snook
1/6/18,15:59:00 UTC,27.37477085,-97.31694281,Centropomus undecimalis,Common Snook
1/6/18,15:59:00 UTC,27.37469225,-97.31696159,Centropomus undecimalis,Common Snook
1/6/18,16:01:00 UTC,27.37141001,-97.31806934,Centropomus undecimalis,Common Snook
1/3/18,22:57:00 UTC,26.42843646,-82.05576897,Centropomus undecimalis,Common Snook
1/14/18,17:38:29 UTC,29.00141032,-82.76079811,Centropomus undecimalis,Common Snook
1/27/18,16:20:00 UTC,27.62069393,-97.22287506,Centropomus undecimalis,Common Snook
12/28/17,16:49:21 UTC,27.93344886,-82.52762616,Centropomus undecimalis,Common Snook
12/23/17,16:41:16 UTC,27.93506769,-82.52749186,Centropomus undecimalis,Common Snook
9/20/17,14:11:00 UTC,26.75513926,-82.06012675,Centropomus undecimalis,Common Snook
12/11/17,18:35:00 UTC,26.64856156,-82.1945632,Centropomus undecimalis,Common Snook
2/1/18,20:08:00 UTC,26.2073333,-81.81242421,Centropomus undecimalis,Common Snook
10/12/16,16:34:00 UTC,29.83274672,-81.30477669,Centropomus undecimalis,Common Snook
2/10/18,17:22:01 UTC,28.79903667,-82.58834667,Centropomus undecimalis,Common Snook
2/11/18,17:36:13 UTC,28.800055,-82.58850833,Centropomus undecimalis,Common Snook
5/15/16,11:33:00 UTC,28.8037059,-82.5761369,Centropomus undecimalis,Common Snook
10/8/17,23:35:31 UTC,28.693305,-82.63527,Centropomus undecimalis,Common Snook
11/22/13,16:35:00 UTC,24.6272439,-82.8722354,Centropomus undecimalis,Common Snook
4/1/18,05:15:58 UTC,22.61343428,-98.71463288,Centropomus undecimalis,Common Snook
10/17/17,14:17:08 UTC,28.39350833,-96.52963333,Centropomus undecimalis,Common Snook
3/28/18,21:32:41 UTC,27.72720001,-82.68870545,Centropomus undecimalis,Common Snook
5/1/18,12:49:00 UTC,26.07305556,-97.16138889,Centropomus undecimalis,Common Snook
4/27/18,14:51:00 UTC,25.97472222,-97.34138889,Centropomus undecimalis,Common Snook
4/27/18,21:09:00 UTC,25.97055556,-97.35861111,Centropomus undecimalis,Common Snook
5/10/18,15:39:00 UTC,25.79986703,-80.12861252,Centropomus undecimalis,Common Snook
5/9/18,17:19:00 UTC,18.99310681,-95.96491233,Centropomus undecimalis,Common Snook
5/15/18,21:00:24 UTC,25.61550518,-80.30571945,Centropomus undecimalis,Common Snook
4/17/17,20:45:12 UTC,,,Centropomus undecimalis,Common Snook
5/12/17,18:54:38 UTC,27.17976667,-82.49574167,Centropomus undecimalis,Common Snook
6/13/18,11:31:00 UTC,27.63883333,-80.35073,Centropomus undecimalis,Common Snook
6/13/18,16:34:47 UTC,25.10787764,-80.42359877,Centropomus undecimalis,Common Snook
6/22/18,16:44:54 UTC,26.71696167,-82.26135333,Centropomus undecimalis,Common Snook
6/22/18,13:03:00 UTC,26.18936117,-80.09229486,Centropomus undecimalis,Common Snook
6/23/18,12:14:10 UTC,27.6487456,-82.74461158,Centropomus undecimalis,Common Snook
7/1/18,13:24:37 UTC,28.0993955,-82.83541831,Centropomus undecimalis,Common Snook
8/25/06,17:55:00 UTC,28.79935742,-82.5883162,Centropomus undecimalis,Common Snook
8/25/06,17:11:00 UTC,28.79935742,-82.5883162,Centropomus undecimalis,Common Snook
6/21/18,22:17:25 UTC,28.69873502,-96.21790007,Centropomus undecimalis,Common Snook
7/2/18,17:30:24 UTC,28.09902783,-82.83411333,Centropomus undecimalis,Common Snook
1/19/17,21:08:58 UTC,25.20916608,-81.16251552,Centropomus undecimalis,Common Snook
6/13/18,16:31:45 UTC,10.49504,-75.536417,Centropomus undecimalis,Common Snook
6/13/18,15:56:42 UTC,10.482887,-75.523371,Centropomus undecimalis,Common Snook
7/18/18,20:13:00 UTC,25.66308446,-80.03610682,Centropomus undecimalis,Common Snook
3/9/10,13:08:00 UTC,28.902479,-82.5926012,Centropomus undecimalis,Common Snook
3/9/10,13:08:00 UTC,28.902479,-82.5926012,Centropomus undecimalis,Common Snook
3/9/10,16:19:00 UTC,28.902479,-82.5926012,Centropomus undecimalis,Common Snook
8/18/18,10:51:34 UTC,27.6433,-80.351905,Centropomus undecimalis,Common Snook
8/24/18,14:05:00 UTC,19.9430577,-75.12627777,Centropomus undecimalis,Common Snook
9/1/18,11:08:29 UTC,28.26108041,-80.67674965,Centropomus undecimalis,Common Snook
,,27.6648274,-81.5157535,Centropomus undecimalis,Common Snook
9/4/18,23:22:22 UTC,10.40929,-75.52505,Centropomus undecimalis,Common Snook
6/16/18,13:55:27 UTC,26.70274681,-82.31128988,Centropomus undecimalis,Common Snook
,,22.51199697,-105.7348597,Centropomus undecimalis,Common Snook
9/13/18,23:30:00 UTC,20.58162866,-87.22037833,Centropomus undecimalis,Common Snook
9/14/18,11:04:39 UTC,27.60747154,-82.57145306,Centropomus undecimalis,Common Snook
9/14/18,13:40:49 UTC,27.28368013,-82.51994532,Centropomus undecimalis,Common Snook
9/14/18,15:13:05 UTC,27.28332516,-82.52008299,Centropomus undecimalis,Common Snook
9/23/18,17:00:47 UTC,28.26100878,-80.68273833,Centropomus undecimalis,Common Snook
,,32.04596667,-81.07969722,Centropomus undecimalis,Common Snook
3/13/16,21:26:20 UTC,27.14865264,-80.16265679,Centropomus undecimalis,Common Snook
9/29/18,11:27:20 UTC,27.74418788,-82.48417977,Centropomus undecimalis,Common Snook
9/30/18,14:47:00 UTC,26.56229444,-97.27364444,Centropomus undecimalis,Common Snook
10/1/18,18:01:37 UTC,26.89297582,-80.05649983,Centropomus undecimalis,Common Snook
10/5/18,09:15:47 UTC,19.3447913,-99.17209167,Centropomus undecimalis,Common Snook
7/4/18,00:35:40 UTC,27.65271435,-80.35095768,Centropomus undecimalis,Common Snook
3/1/12,22:39:00 UTC,25.23375272,-80.29272195,Centropomus undecimalis,Common Snook
10/14/18,12:20:00 UTC,27.946036,-82.542342,Centropomus undecimalis,Common Snook
10/14/18,17:33:12 UTC,28.05430262,-82.62627627,Centropomus undecimalis,Common Snook
,,27.632633,-82.718942,Centropomus undecimalis,Common Snook
10/3/18,03:08:24 UTC,,,Centropomus undecimalis,Common Snook
12/19/08,15:12:00 UTC,27.0732367,-82.4501965,Centropomus undecimalis,Common Snook
11/4/18,19:55:58 UTC,28.26122968,-80.68016605,Centropomus undecimalis,Common Snook
8/17/13,01:38:00 UTC,25.90885433,-81.63792647,Centropomus undecimalis,Common Snook
9/8/18,20:13:00 UTC,27.5041264,-82.7144811,Centropomus undecimalis,Common Snook
9/22/18,14:47:00 UTC,17.4351613,-91.13344467,Centropomus undecimalis,Common Snook
11/20/18,15:22:00 UTC,19.41667419,-96.32340029,Centropomus undecimalis,Common Snook
11/28/18,18:33:00 UTC,25.76436408,-80.13093555,Centropomus undecimalis,Common Snook
12/8/18,13:23:00 UTC,25.70196039,-80.16727254,Centropomus undecimalis,Common Snook
12/10/18,22:53:26 UTC,25.70138843,-80.15409168,Centropomus undecimalis,Common Snook
12/23/18,02:01:59 UTC,27.82539953,-82.48756845,Centropomus undecimalis,Common Snook
12/23/18,02:03:40 UTC,27.82128048,-82.48471558,Centropomus undecimalis,Common Snook
12/22/18,14:05:00 UTC,27.93573951,-82.52726913,Centropomus undecimalis,Common Snook
,,25.78260373,-81.32486877,Centropomus undecimalis,Common Snook
12/27/18,17:18:15 UTC,28.79927646,-82.58696314,Centropomus undecimalis,Common Snook
12/13/18,15:15:00 UTC,27.82927222,-82.60928333,Centropomus undecimalis,Common Snook
1/1/19,22:04:46 UTC,27.86000061,-80.4466629,Centropomus undecimalis,Common Snook
1/5/19,04:39:12 UTC,28.01697011,-80.60413186,Centropomus undecimalis,Common Snook
1/8/19,05:24:00 UTC,27.79245415,-82.40359587,Centropomus undecimalis,Common Snook
1/10/19,12:24:07 UTC,-24.05096629,-46.45576894,Centropomus undecimalis,Common Snook
12/25/18,20:52:00 UTC,26.54551167,-80.04169333,Centropomus undecimalis,Common Snook
12/24/18,20:56:00 UTC,28.9464856,-81.33895372,Centropomus undecimalis,Common Snook
4/6/13,17:02:00 UTC,27.44244207,-82.66578431,Centropomus undecimalis,Common Snook
4/30/17,17:24:31 UTC,26.68456917,-82.24105034,Centropomus undecimalis,Common Snook
3/15/18,17:42:00 UTC,26.91186667,-82.34842778,Centropomus undecimalis,Common Snook
11/23/18,22:04:06 UTC,27.69625333,-82.45808333,Centropomus undecimalis,Common Snook
1/30/19,02:48:19 UTC,25.70050584,-80.15449735,Centropomus undecimalis,Common Snook
4/17/18,13:13:33 UTC,26.70737231,-82.25969897,Centropomus undecimalis,Common Snook
12/29/18,20:15:00 UTC,25.98215816,-81.72028721,Centropomus undecimalis,Common Snook
,,26.7484691,-82.2783765,Centropomus undecimalis,Common Snook
2/2/19,18:30:45 UTC,26.61321527,-81.91659182,Centropomus undecimalis,Common Snook
2/6/19,16:56:30 UTC,27.90319061,-82.48917389,Centropomus undecimalis,Common Snook
2/10/19,23:22:29 UTC,25.69776299,-80.16990494,Centropomus undecimalis,Common Snook
2/8/19,14:52:00 UTC,28.888135,-82.589548,Centropomus undecimalis,Common Snook
2/1/19,13:16:01 UTC,28.91985321,-82.69067467,Centropomus undecimalis,Common Snook
2/17/19,12:59:26 UTC,25.02685188,-80.97311717,Centropomus undecimalis,Common Snook
2/17/19,12:52:51 UTC,25.00139622,-80.81191941,Centropomus undecimalis,Common Snook
2/16/19,01:57:00 UTC,25.14190105,-80.92284398,Centropomus undecimalis,Common Snook
3/2/19,19:44:52 UTC,18.13688186,-65.50954464,Centropomus undecimalis,Common Snook
4/13/16,23:29:28 UTC,25.16898833,-80.38373667,Centropomus undecimalis,Common Snook
2/22/19,22:52:00 UTC,,,Centropomus undecimalis,Common Snook
3/23/19,18:16:00 UTC,27.7926392,-82.4012264,Centropomus undecimalis,Common Snook
,,25.66640252,-80.15566581,Centropomus undecimalis,Common Snook
4/5/19,16:16:20 UTC,27.04696775,-81.99108813,Centropomus undecimalis,Common Snook
3/16/19,16:52:25 UTC,27.53235406,-82.59642963,Centropomus undecimalis,Common Snook
9/2/18,18:00:24 UTC,27.90050084,-81.27524112,Centropomus undecimalis,Common Snook
3/2/19,18:10:27 UTC,26.72312711,-82.24923721,Centropomus undecimalis,Common Snook
4/18/19,02:15:29 UTC,26.47147496,-82.16464802,Centropomus undecimalis,Common Snook
4/24/19,08:40:00 UTC,21.33555616,-89.30944819,Centropomus undecimalis,Common Snook
4/15/19,12:42:36 UTC,19.31143984,-87.60745571,Centropomus undecimalis,Common Snook
4/27/19,19:49:00 UTC,25.13491801,-80.43058272,Centropomus undecimalis,Common Snook
4/5/19,23:39:52 UTC,27.71496051,-82.63213062,Centropomus undecimalis,Common Snook
4/23/19,03:26:36 UTC,25.15511989,-80.31003372,Centropomus undecimalis,Common Snook
5/11/19,15:39:52 UTC,26.31647682,-80.07270813,Centropomus undecimalis,Common Snook
5/17/19,14:22:36 UTC,19.50352431,-96.33543142,Centropomus undecimalis,Common Snook
1/1/15,19:11:08 UTC,28.90401779,-82.78691485,Centropomus undecimalis,Common Snook
6/3/19,17:15:38 UTC,28.40897179,-80.66663361,Centropomus undecimalis,Common Snook
5/31/19,22:20:29 UTC,25.63533085,-80.12354704,Centropomus undecimalis,Common Snook
6/7/19,14:47:33 UTC,29.03970259,-80.91206498,Centropomus undecimalis,Common Snook
2/19/17,13:44:36 UTC,25.88012782,-81.60717976,Centropomus undecimalis,Common Snook
6/13/19,16:51:00 UTC,25.41488851,-80.31356004,Centropomus undecimalis,Common Snook
6/16/19,15:25:31 UTC,26.70824814,-82.0671463,Centropomus undecimalis,Common Snook
6/15/19,21:55:35 UTC,27.80000894,-80.58280532,Centropomus undecimalis,Common Snook
6/15/19,14:39:00 UTC,29.04212232,-80.91334842,Centropomus undecimalis,Common Snook
6/27/19,22:16:00 UTC,26.18918872,-80.09246532,Centropomus undecimalis,Common Snook
6/27/19,12:36:00 UTC,27.83169695,-80.53316575,Centropomus undecimalis,Common Snook
6/22/18,15:37:11 UTC,27.17533833,-80.18778333,Centropomus undecimalis,Common Snook
6/12/19,18:43:00 UTC,27.97749444,-82.83220556,Centropomus undecimalis,Common Snook
7/6/19,12:06:34 UTC,26.37920395,-80.07002939,Centropomus undecimalis,Common Snook
,,9.5130678,-75.58914105,Centropomus undecimalis,Common Snook
7/13/19,15:50:00 UTC,25.76407526,-80.1307008,Centropomus undecimalis,Common Snook
7/16/19,21:07:30 UTC,25.21076167,-80.93152,Centropomus undecimalis,Common Snook
,,28.40524084,-80.64701747,Centropomus undecimalis,Common Snook
6/1/14,17:40:00 UTC,-22.8858975,-43.1152211,Centropomus undecimalis,Common Snook
1/9/17,21:44:00 UTC,27.85961264,-80.4487005,Centropomus undecimalis,Common Snook
9/12/17,02:47:00 UTC,20.2971603,-87.4042128,Centropomus undecimalis,Common Snook
8/1/19,15:03:01 UTC,32.16620978,-80.78140507,Centropomus undecimalis,Common Snook
6/3/19,14:36:57 UTC,27.52287039,-82.73631724,Centropomus undecimalis,Common Snook
4/17/09,16:01:15 UTC,27.88779865,-82.46550791,Centropomus undecimalis,Common Snook
7/8/19,15:14:00 UTC,25.76347787,-80.12897056,Centropomus undecimalis,Common Snook
12/20/13,19:02:00 UTC,27.85961264,-80.4487005,Centropomus undecimalis,Common Snook
,,27.79486089,-82.60405171,Centropomus undecimalis,Common Snook
8/4/16,18:38:00 UTC,25.1244692,-80.40114084,Centropomus undecimalis,Common Snook
8/25/19,20:36:00 UTC,20.37639854,-87.20078941,Centropomus undecimalis,Common Snook
9/2/19,15:53:32 UTC,26.70828819,-82.06718445,Centropomus undecimalis,Common Snook
8/28/19,22:00:19 UTC,25.75521958,-80.05565051,Centropomus undecimalis,Common Snook
9/8/19,12:03:55 UTC,28.32293801,-80.69908399,Centropomus undecimalis,Common Snook
9/7/19,19:00:00 UTC,27.862197,-80.444207,Centropomus undecimalis,Common Snook
10/6/14,13:10:51 UTC,28.78902833,-82.60455333,Centropomus undecimalis,Common Snook
5/26/17,02:41:00 UTC,17.75654318,-88.02774871,Centropomus undecimalis,Common Snook
9/25/19,22:23:40 UTC,27.79277802,-82.41750336,Centropomus undecimalis,Common Snook
9/25/19,18:58:50 UTC,25.61567388,-80.30441891,Centropomus undecimalis,Common Snook
,,,,Centropomus undecimalis,Common Snook
1/27/18,13:25:00 UTC,28.88777778,-82.59027778,Centropomus undecimalis,Common Snook
10/4/19,14:00:18 UTC,27.62603428,-80.36381627,Centropomus undecimalis,Common Snook
10/13/19,01:11:41 UTC,28.40818333,-80.58808833,Centropomus undecimalis,Common Snook
10/13/19,12:14:35 UTC,27.71826992,-82.6333569,Centropomus undecimalis,Common Snook
10/15/19,00:50:46 UTC,28.40794167,-80.58658667,Centropomus undecimalis,Common Snook
10/20/19,21:46:55 UTC,28.33251426,-80.70721368,Centropomus undecimalis,Common Snook
,,27.68148894,-82.72806426,Centropomus undecimalis,Common Snook
,,27.76663608,-82.67378773,Centropomus undecimalis,Common Snook
11/2/19,12:44:00 UTC,25.78694167,-80.21393667,Centropomus undecimalis,Common Snook
11/3/19,18:42:38 UTC,26.70825577,-82.06713867,Centropomus undecimalis,Common Snook
11/10/19,01:33:30 UTC,20.97257129,-97.30438602,Centropomus undecimalis,Common Snook
7/3/19,16:51:37 UTC,17.51655063,-88.20805554,Centropomus undecimalis,Common Snook
